Income,Age,Years_of_Experience,Married/Single,Years_in_Current_Job,Years_in_Current_House,Owns_a_Car,Owns_a_House,Renting_a_House,Defaulted
6582329,66,13,1,4,10,0,0,1,1
3524413,77,5,1,5,11,0,0,1,1
4012270,39,7,1,7,10,1,0,1,1
8425571,73,15,1,8,14,0,0,1,1
2304127,29,5,0,5,13,0,0,1,0
4195478,52,12,1,5,13,0,1,0,0
3469743,78,17,1,8,10,0,0,1,0
9122548,58,12,1,9,14,0,0,1,1
1620737,54,18,1,10,11,1,0,1,1
8419826,31,0,1,0,14,0,0,1,1
4489952,66,5,1,5,11,0,1,0,1
8195887,79,16,1,14,13,0,0,1,0
8451099,70,4,1,4,13,1,0,1,1
7887121,45,3,1,3,12,0,0,1,0
6994513,76,18,1,6,14,1,0,1,0
140981,36,17,1,9,12,1,0,1,1
424671,64,15,1,4,11,1,0,1,0
5850867,30,1,0,1,10,1,0,1,1
3933458,23,15,1,8,13,0,0,1,0
2304127,29,5,0,5,13,0,0,1,0
9083499,77,19,1,13,10,0,0,1,1
8451500,69,7,0,7,13,1,0,1,0
7537675,45,4,1,4,14,0,0,1,0
2628971,30,19,1,7,14,0,0,1,1
854406,68,13,1,7,12,0,0,1,0
8187477,50,20,1,7,14,0,0,1,0
2625246,30,19,1,7,12,1,0,1,0
5231498,48,11,1,3,10,1,0,1,0
1424842,28,3,1,3,11,1,0,1,0
4627494,55,14,1,7,11,0,0,1,0
2900446,45,20,1,6,10,0,1,0,0
7059372,43,4,0,4,13,0,1,0,1
3318935,57,16,1,4,10,0,0,1,0
313244,59,10,1,10,14,0,0,1,1
7315839,72,8,0,8,14,0,0,1,0
5964534,21,2,0,2,11,0,0,1,0
3478269,28,2,1,2,13,0,0,1,0
3479914,48,13,1,13,13,0,0,1,0
4417876,79,8,1,8,13,0,0,1,0
268562,51,19,1,6,14,0,0,1,0
1349987,37,13,1,8,11,0,1,0,1
6036428,34,7,1,6,10,1,0,1,1
5865272,61,18,1,9,11,0,0,1,0
7527288,24,10,1,5,11,0,0,1,0
8622588,45,18,1,3,12,0,1,0,1
1578598,50,11,1,11,11,0,0,1,1
4514928,28,20,1,5,11,1,0,1,1
2653051,37,2,1,2,11,1,0,1,0
9084072,22,10,1,4,13,0,0,1,1
3957826,78,13,1,11,11,0,0,1,1
6578390,48,17,1,4,13,0,0,1,0
2361934,78,0,0,0,12,1,0,1,1
6325513,69,15,1,4,11,1,0,1,0
8245315,30,12,1,4,11,0,0,1,0
4103243,24,8,1,4,11,1,0,1,0
3326988,42,7,1,7,14,0,0,1,1
1839079,43,11,0,10,11,0,0,1,1
7524377,76,19,1,5,13,0,0,1,0
8978796,27,3,1,3,10,0,0,1,0
1583605,45,13,1,13,14,0,0,1,0
6694786,69,17,1,11,11,0,0,0,1
874408,47,18,1,3,11,0,0,1,0
3651865,76,0,0,0,11,0,0,1,0
4370986,31,9,1,4,12,0,0,1,0
233888,64,1,1,1,10,0,0,1,0
2843172,48,3,1,3,12,1,1,0,1
2699320,27,1,1,1,10,0,0,1,1
684280,35,12,1,12,12,1,0,1,1
9120988,28,9,1,9,12,0,0,1,0
5218196,49,12,1,12,10,1,0,1,0
9675070,56,19,1,3,10,1,0,1,1
2822666,31,0,1,0,11,1,0,1,0
7167091,51,19,1,6,11,1,0,1,0
6443249,69,18,1,6,10,0,0,1,0
4798152,51,2,1,2,14,0,0,1,0
4505871,57,1,1,1,13,1,0,1,0
8755375,55,8,1,5,14,0,0,1,0
3140751,21,2,1,2,10,0,0,1,0
3264559,29,14,0,4,10,0,0,1,1
4700701,48,14,1,12,12,1,0,1,0
21831,26,14,1,5,10,1,0,1,0
1126863,43,1,1,1,11,0,0,1,0
9558008,49,1,1,1,11,0,0,1,1
9243461,47,10,1,10,12,0,0,1,0
2010564,71,16,1,3,12,1,0,1,0
6810655,30,11,1,10,12,0,0,1,1
133954,27,15,1,11,13,0,0,1,0
2585890,58,2,1,2,14,0,0,1,0
4386483,37,0,1,0,11,0,0,1,0
110031,34,4,1,4,13,0,0,1,0
5165629,61,0,1,0,12,0,0,1,1
1423925,63,0,1,0,12,0,0,1,1
7936020,24,18,1,5,12,0,0,1,0
7942966,51,6,1,4,12,1,0,1,0
2838154,79,4,1,4,11,0,0,1,1
2334618,60,10,1,3,11,0,0,1,0
6797003,73,19,1,6,12,0,0,1,0
5037199,77,14,1,7,13,0,0,1,0
5124001,78,12,1,12,10,0,0,1,0
1336270,66,19,1,8,12,0,0,1,1
3747330,38,12,1,9,14,0,0,1,0
2122622,59,8,1,8,14,0,0,1,0
163900,61,7,1,5,14,0,0,1,0
9806896,53,0,0,0,11,0,0,1,0
1369446,59,3,1,3,11,0,0,1,1
8593281,22,19,1,11,11,0,0,1,1
1028915,44,13,1,6,13,1,0,1,0
9464294,42,9,1,5,10,0,0,1,0
4188349,50,4,1,4,10,1,0,1,0
1113251,22,10,0,10,10,0,0,1,0
4578167,35,10,1,10,13,0,0,1,1
9469019,48,0,1,0,12,0,0,1,0
4110405,22,4,1,4,10,1,0,1,0
3725004,64,5,1,5,11,0,0,1,0
8948812,52,11,1,10,11,1,0,1,1
921080,45,8,1,4,11,0,0,1,0
8351225,48,5,1,5,11,1,0,1,1
9804758,66,4,1,4,12,0,0,1,0
1452586,65,11,1,11,10,0,0,1,0
8239075,26,7,1,7,11,0,0,1,0
7829891,67,20,1,9,11,0,0,1,0
7631011,39,19,0,12,10,0,0,1,0
2151167,41,2,1,2,13,1,0,1,0
685679,35,10,1,10,11,0,0,1,0
6406640,67,20,1,8,10,0,0,1,0
7475587,26,16,1,7,13,1,0,1,1
6793952,78,14,1,4,13,1,0,1,0
2777062,23,18,1,6,12,0,0,1,0
4539480,46,3,1,3,11,1,0,1,0
5931557,67,8,1,8,12,1,0,1,0
6081941,22,19,1,6,12,1,0,1,0
516122,50,10,1,10,11,1,0,1,1
1780484,24,10,1,5,13,0,0,1,1
2493344,37,7,1,6,12,1,0,1,0
5127014,76,0,0,0,13,0,0,1,0
330349,63,9,1,4,10,0,0,1,0
7138209,63,11,1,9,10,0,0,1,0
7395380,40,4,1,4,14,0,0,1,0
4723808,35,0,1,0,13,0,0,1,0
3692913,55,6,1,6,11,0,0,1,1
9221748,30,10,1,10,10,0,0,1,1
5246829,42,4,1,4,13,0,0,1,1
2667227,76,6,1,6,14,0,0,1,0
3036729,23,20,1,9,10,0,0,1,0
4792051,42,18,1,14,13,0,1,0,0
5953603,29,11,1,7,10,1,0,1,1
4841949,76,17,1,13,11,0,0,1,0
8147714,27,12,0,10,13,0,0,1,0
8695237,53,5,1,5,14,1,0,1,0
2297128,30,6,1,6,13,1,0,1,1
2900953,29,20,1,6,12,0,0,1,1
6862187,22,7,1,7,12,0,0,1,1
5965961,40,9,1,8,13,1,0,1,1
2307924,51,15,1,6,13,1,0,1,0
8176357,45,4,1,4,13,0,0,1,0
9768762,66,1,1,1,13,0,0,1,1
317564,32,4,1,4,14,0,0,1,0
6861713,42,5,1,5,12,0,0,1,0
1535929,56,9,1,7,11,0,0,1,0
861365,43,10,1,10,11,1,0,1,0
1698802,71,3,1,3,14,1,0,1,0
5922769,29,7,1,7,11,0,0,1,1
931078,57,19,1,13,14,0,0,1,0
6915072,26,3,1,3,12,0,0,1,0
8497267,65,6,1,6,12,0,0,1,1
9021260,30,17,1,12,13,0,0,1,0
8453618,47,4,1,4,12,0,0,1,1
9066990,27,5,1,3,11,0,0,1,1
1685809,48,18,1,3,12,1,0,1,0
16896,56,20,0,7,12,0,0,1,0
5842579,63,15,1,14,13,0,0,1,1
1837938,37,15,1,10,14,0,0,1,0
4688740,43,10,1,4,11,0,0,1,1
3584197,58,11,1,11,10,0,0,1,0
7655074,22,15,1,7,11,0,0,1,0
9682739,27,19,1,8,10,1,0,1,0
1440568,71,0,1,0,12,1,0,0,0
9692692,47,3,0,3,10,0,0,1,0
6284000,32,3,1,3,11,0,0,1,0
9437993,77,11,1,11,14,0,1,0,0
5689868,68,9,1,9,14,0,1,0,0
9305632,41,3,1,3,11,0,0,1,0
7962325,61,17,1,12,12,0,0,1,0
4092407,60,9,1,9,14,0,0,1,0
2149916,73,5,1,5,13,1,0,1,0
6210633,33,14,1,5,11,0,1,0,0
3285395,72,19,1,13,12,0,0,1,1
9760129,44,12,1,11,10,0,0,0,0
978225,72,0,1,0,13,1,0,1,1
4995211,68,9,1,9,11,0,0,1,0
5310074,29,4,1,4,11,0,0,1,0
9571049,43,8,1,8,11,1,0,1,0
8059284,72,1,1,1,13,1,0,1,1
7398528,78,12,1,9,13,1,0,1,0
3416887,76,11,1,3,12,0,0,1,0
2834659,55,14,1,8,13,0,0,1,0
230652,21,18,1,6,11,0,0,1,1
6303559,40,0,1,0,14,1,0,1,0
8135531,60,10,1,4,11,0,1,0,0
2834077,40,5,1,4,13,1,0,1,0
3242214,29,3,1,3,13,0,0,1,0
5016115,74,20,1,3,13,0,0,1,0
1440657,21,12,1,5,13,1,0,1,0
5301870,50,9,1,4,11,0,0,1,0
3193872,71,10,1,10,10,1,0,1,0
2974289,22,3,1,3,13,0,0,1,1
5618577,52,8,1,4,13,0,1,0,1
612456,54,16,1,9,11,0,0,1,0
7877007,49,9,1,9,10,0,0,1,0
3608658,70,18,1,4,11,0,0,1,0
5540740,76,19,1,7,12,0,0,0,0
2264409,48,13,1,13,13,0,0,1,0
6969623,26,17,1,9,11,0,0,1,0
8406144,29,6,1,4,12,1,0,1,1
2946448,63,0,1,0,13,0,0,1,1
8434862,27,9,1,5,11,0,0,1,1
8196418,61,15,1,5,12,1,1,0,0
2213998,78,11,1,11,14,0,1,0,1
1519180,59,2,1,2,10,1,0,1,1
6551671,23,20,0,8,12,0,0,1,0
5898669,32,9,0,6,13,0,0,1,0
7192825,25,15,1,9,10,0,0,1,0
7522788,29,16,1,10,12,0,0,1,0
6147575,41,15,1,4,12,1,0,1,0
242890,78,12,1,3,10,0,0,1,0
1743237,66,0,1,0,14,0,0,1,1
6239581,38,8,1,8,13,1,0,1,1
9945173,62,4,1,4,10,0,0,1,1
2133633,79,3,1,3,12,0,0,1,0
7334328,60,12,1,9,11,0,0,1,1
7475292,33,3,1,3,10,0,0,1,1
8259419,36,12,1,5,14,1,0,1,0
7560905,64,9,1,3,10,0,1,0,0
6272411,69,2,0,2,10,0,0,1,0
2428943,34,18,1,10,14,0,0,1,0
5510769,41,19,1,8,12,1,0,1,1
8288144,60,0,1,0,13,0,0,1,1
6859891,66,13,1,11,13,0,0,1,0
5655702,21,8,1,8,11,1,0,1,0
9870052,32,11,1,3,13,1,0,1,1
10675,23,1,1,1,14,1,0,1,1
7017755,64,9,1,8,14,0,0,1,0
759604,26,18,1,10,11,0,0,1,1
4012026,72,8,1,6,14,0,0,1,1
1062311,66,16,1,8,10,0,0,1,0
5238649,42,10,1,4,11,1,1,0,0
389632,43,7,0,7,12,0,0,1,1
5303994,39,6,1,6,14,0,0,1,1
6735205,26,17,0,5,13,0,0,1,0
5305177,23,17,1,9,11,0,0,1,1
3643652,56,2,1,2,10,0,0,1,1
250968,60,7,1,4,14,0,0,1,1
2036827,49,11,1,10,13,0,0,1,0
8927753,25,17,1,13,13,1,0,1,1
6797003,73,19,1,6,12,0,0,1,0
2177728,29,7,0,7,14,1,0,1,0
21831,26,14,1,5,10,1,0,1,1
6467046,43,18,1,6,10,0,0,1,1
9664401,25,9,1,6,14,0,0,1,0
2930361,79,16,1,11,11,1,0,1,0
5785401,27,20,1,8,13,0,0,1,0
2648533,27,20,1,5,11,0,0,1,0
9581950,78,13,1,13,13,0,0,1,0
8259158,79,14,1,13,10,0,0,1,1
5865707,76,3,1,3,13,0,0,1,0
9038552,76,7,1,4,14,1,0,1,1
9966868,75,20,1,14,14,0,0,1,0
9731079,70,1,0,1,13,0,0,1,0
1045513,40,2,1,2,14,0,0,0,1
6119115,63,16,1,7,12,0,0,1,0
8437491,22,2,1,2,14,0,0,1,1
1669231,41,6,1,6,11,0,0,1,0
5090745,35,5,0,5,12,0,0,1,1
6296539,30,19,1,3,10,0,1,0,0
1369446,59,3,1,3,11,0,0,1,1
7470480,26,0,1,0,14,0,0,1,0
6922312,40,19,1,14,13,1,0,1,0
250306,23,15,1,10,14,0,0,1,1
4347598,35,0,1,0,10,0,0,1,0
5289054,66,4,1,4,10,0,0,1,0
5737594,26,11,1,10,12,0,0,1,1
6063428,38,6,0,6,13,0,0,1,0
714087,41,3,1,3,11,1,0,1,1
4520435,72,7,1,7,12,1,0,1,0
666101,39,12,1,6,14,0,0,1,0
1429643,24,11,1,11,10,0,0,1,0
432951,45,1,1,1,11,1,0,1,1
9297948,33,11,1,8,11,1,0,1,0
1510736,37,12,1,5,12,0,0,1,1
3019045,76,12,1,11,12,0,0,1,1
1034564,27,17,1,8,12,0,0,1,0
6128207,43,5,1,5,14,0,1,0,0
3049346,26,5,0,3,12,0,0,1,1
8246613,61,8,1,8,12,0,0,1,0
4530330,73,19,1,7,11,0,0,1,1
4488415,33,15,1,7,11,0,0,1,0
5055246,39,19,1,12,10,1,0,1,0
3227326,45,4,1,4,12,0,0,1,0
6120219,25,8,1,3,13,0,0,1,1
469529,49,7,1,7,12,0,0,1,0
9968353,36,0,0,0,14,0,0,1,0
9684725,42,8,1,3,13,0,0,1,0
9784947,24,11,1,11,14,0,0,1,0
4011175,71,5,1,5,13,1,0,1,0
1744273,33,9,0,9,12,0,0,1,0
6128905,54,9,1,4,13,0,0,1,1
3023559,65,16,0,8,10,1,0,1,0
201089,28,16,1,13,10,1,0,1,0
1790129,35,2,1,2,12,1,0,1,1
6466004,66,16,1,11,13,1,0,1,0
247373,33,12,1,9,14,0,0,1,0
383685,58,4,1,4,10,0,0,1,0
9247929,48,4,1,3,13,1,0,1,0
1204524,43,15,1,7,14,0,0,1,0
6859989,74,10,1,9,10,0,0,1,1
6036428,34,7,1,6,10,1,0,1,0
7942966,51,6,1,4,12,1,0,1,0
1580117,22,7,1,7,13,0,0,1,0
9087771,28,2,1,2,13,1,0,1,1
4811867,41,18,0,10,10,0,0,1,0
2628971,30,19,1,7,14,0,0,1,0
5480334,28,14,1,7,10,0,0,1,1
8557058,33,2,1,2,14,0,0,1,1
5128920,63,6,1,3,14,0,0,1,0
4786725,24,11,1,7,11,0,0,1,0
5823407,68,8,1,8,14,0,0,1,1
5073053,71,10,1,3,12,0,0,1,1
2861281,25,19,1,5,12,0,0,1,0
2967995,21,11,1,11,11,1,0,1,0
3529821,43,12,1,12,11,0,0,1,0
140516,29,19,1,14,10,0,0,1,1
7181606,57,6,1,6,11,0,0,1,0
3722050,73,12,1,11,13,0,0,1,0
5384780,55,12,1,5,12,1,0,1,1
1519180,59,2,1,2,10,1,0,1,1
1861491,71,1,1,1,11,1,0,1,0
4834082,70,8,1,3,12,1,0,1,0
9543081,38,4,1,4,13,0,0,1,0
3478442,49,13,0,13,10,1,0,1,0
5278563,52,8,1,5,10,0,0,1,0
2369392,59,17,1,13,14,0,0,1,0
1765870,39,11,1,11,10,0,1,0,1
1784853,64,20,0,5,14,1,0,1,0
1290647,39,1,1,1,13,1,0,1,0
4709710,50,1,1,1,13,1,0,1,0
4231253,79,19,1,10,10,1,0,1,0
6845511,78,14,1,4,12,0,0,1,0
2893051,66,2,1,2,13,0,1,0,0
7146402,23,20,1,4,14,0,0,1,1
2613761,57,3,1,3,14,0,1,0,0
4879862,75,2,1,2,12,0,1,0,0
7914034,23,2,1,2,10,0,0,1,1
7721477,63,1,1,1,10,0,0,1,0
90178,76,9,1,9,11,0,0,1,1
8053436,42,8,1,8,11,0,0,1,1
1127903,74,15,1,3,12,1,0,1,1
6094306,37,7,1,7,12,0,0,1,0
245102,36,4,1,4,12,0,0,1,1
6317241,47,10,1,5,12,0,0,1,0
4002405,68,6,1,3,13,0,0,1,1
6664863,21,1,1,1,14,1,0,1,0
2393757,75,13,1,7,11,1,0,1,0
743219,54,5,1,5,12,0,1,0,1
5563521,26,4,1,4,13,0,0,1,1
5965932,74,3,1,3,13,0,0,1,0
4536163,66,18,1,13,10,0,0,1,1
5085906,33,18,0,10,12,0,0,1,0
7908473,66,0,1,0,10,0,0,1,0
3758841,76,8,1,8,13,0,0,1,1
6329094,26,17,1,12,11,0,0,1,0
7128178,67,5,1,5,13,1,0,1,0
1633168,42,14,0,6,11,0,0,1,0
25096,72,17,1,8,11,0,0,1,1
5695731,32,10,1,9,11,0,0,1,0
8800769,29,4,1,4,12,0,0,1,1
4661495,79,12,1,11,14,0,0,1,1
2662125,72,5,1,3,12,0,0,1,1
3104798,27,18,1,12,11,0,0,1,0
6302308,35,19,0,12,10,0,0,1,0
3006135,59,18,1,6,10,0,0,1,1
8746952,28,20,1,13,10,0,0,1,0
4642438,55,13,1,13,14,0,0,1,1
9086314,74,1,1,1,12,0,0,1,1
1151777,41,0,1,0,10,0,0,1,0
2605748,70,10,1,3,14,1,0,1,0
5021226,34,15,1,7,11,0,0,1,0
6101750,64,4,1,4,11,1,0,1,1
8261806,70,6,1,6,11,0,0,1,0
5554078,70,1,1,1,11,0,0,1,0
4329497,66,2,1,2,11,0,0,1,1
6810041,76,3,1,3,14,0,0,1,0
9504715,51,14,1,14,10,1,0,1,0
6979169,60,20,1,4,11,0,0,1,0
2467224,35,3,1,3,11,0,0,1,1
6073972,69,9,1,3,14,0,0,1,0
5865707,76,3,1,3,13,0,0,1,0
5953603,29,11,1,7,10,1,0,1,1
5730503,78,6,1,3,13,1,0,1,0
6787542,22,0,1,0,12,0,0,0,1
894168,26,20,1,14,14,1,0,1,1
1657435,36,7,1,7,13,1,0,1,1
9088666,45,11,1,11,12,0,0,1,1
6129612,42,13,1,6,12,0,1,0,0
8282723,24,16,1,10,14,1,0,1,1
9403333,48,12,1,12,10,0,1,0,1
1877926,52,16,1,14,13,0,0,1,0
8515274,48,18,1,3,14,0,0,1,0
5543622,77,14,1,4,10,1,1,0,0
7563306,55,15,1,12,12,0,0,1,1
3632655,76,18,1,12,10,0,0,1,1
5265885,75,4,0,4,13,0,0,1,0
7200030,46,17,1,9,10,0,0,1,0
7773112,25,2,1,2,11,1,0,1,1
9088666,45,11,1,11,12,0,0,1,1
1120861,31,0,1,0,12,0,0,1,0
1975710,42,3,1,3,11,1,0,1,0
1900932,69,11,1,5,10,0,0,1,0
4816881,59,19,1,11,10,0,0,1,1
6044767,60,12,1,10,13,1,0,1,0
7574259,41,15,0,7,13,1,0,1,0
1739039,33,19,1,10,13,0,0,1,1
8545933,49,12,1,4,14,1,0,1,0
8196231,37,14,1,7,13,1,0,1,0
389805,25,18,1,12,14,0,0,1,0
2902285,77,19,1,11,10,0,0,1,1
7914034,23,2,1,2,10,0,0,1,1
1131868,46,10,1,10,12,0,0,1,1
893850,73,2,1,2,13,1,0,1,1
3602416,48,3,1,3,13,0,0,1,1
6578390,48,17,1,4,13,0,0,1,0
6315861,25,11,1,5,14,0,0,1,0
5340166,30,1,1,1,11,1,0,1,0
9055988,27,6,1,3,10,0,0,1,1
8901524,72,17,1,4,12,0,0,1,0
5228206,74,14,1,11,14,0,0,1,1
4466834,23,5,1,5,13,1,0,1,0
8419826,31,0,1,0,14,0,0,1,1
6330726,60,2,1,2,10,0,0,1,0
4131397,33,17,1,13,12,1,0,1,0
3351044,32,3,1,3,11,0,0,1,0
5812529,46,2,1,2,11,1,0,1,1
6992058,40,7,0,7,14,0,0,1,0
2607714,72,11,1,11,14,0,0,1,0
4325297,26,19,1,11,10,0,0,1,0
1858914,40,15,1,13,11,0,0,1,1
8753580,33,8,1,8,11,0,0,1,1
9556585,29,1,1,1,10,0,0,1,0
9492681,70,6,1,6,10,1,0,1,0
6443274,79,12,1,9,14,0,0,1,1
1161702,28,4,0,4,14,0,0,1,0
4991059,39,11,1,11,14,0,0,1,0
7428533,59,1,1,1,12,0,0,1,1
3242214,29,3,1,3,13,0,0,1,0
8424956,57,12,1,12,10,0,0,1,1
9046485,63,3,1,3,12,1,0,1,0
4701621,28,4,1,4,11,1,0,1,1
4128828,21,10,1,10,12,0,0,1,0
7364088,74,5,1,5,11,0,0,1,1
4189025,66,15,1,12,14,0,0,1,0
6648862,65,17,1,11,13,0,0,1,0
1265913,75,11,1,8,14,0,0,1,0
5124001,78,12,1,12,10,0,0,1,1
8723870,71,16,1,14,13,0,0,1,0
1134496,77,3,1,3,10,0,0,1,1
2244337,26,6,1,6,12,1,0,1,1
5326644,31,3,0,3,14,0,0,1,1
8597260,56,20,1,6,14,1,0,1,1
163900,61,7,1,5,14,0,0,1,0
3560975,27,12,1,7,13,0,0,1,0
8351225,48,5,1,5,11,1,0,1,1
4727668,62,20,1,7,10,1,0,1,1
4351817,31,3,0,3,11,0,0,1,1
7275614,27,2,1,2,14,0,0,1,0
7557965,59,1,1,1,13,1,0,1,1
2062048,50,3,1,3,11,1,0,1,1
3640092,65,2,1,2,12,1,0,1,0
3370529,54,10,1,10,12,1,0,1,0
2072988,61,16,1,14,10,1,0,1,0
612456,54,16,1,9,11,0,0,1,1
1739039,33,19,1,10,13,0,0,1,1
9078449,79,10,1,8,10,1,1,0,0
8663784,42,9,1,9,10,0,0,1,0
1669231,41,6,1,6,11,0,0,1,0
6270306,67,13,1,13,13,1,0,1,1
9378674,25,19,1,12,12,1,0,1,0
7366947,50,10,0,10,13,1,0,1,0
6906444,52,15,1,12,14,0,0,1,0
2434034,78,19,1,11,12,1,0,1,1
2628971,30,19,1,7,14,0,0,1,1
4012026,72,8,1,6,14,0,0,1,0
7154493,28,4,1,4,13,0,0,1,1
6365998,45,8,1,4,10,0,0,1,0
7756519,56,4,1,4,14,0,0,1,1
250306,23,15,1,10,14,0,0,1,1
5959009,50,10,1,7,10,0,0,1,0
8899644,39,12,0,6,12,0,0,1,0
5748851,74,5,1,5,13,0,0,1,0
3373735,44,4,1,4,13,1,0,1,0
9121546,33,17,1,10,10,0,0,1,0
1350358,39,11,1,11,14,0,0,1,0
1026972,64,1,1,1,13,0,0,1,0
4069436,67,6,1,5,13,1,0,1,1
9267569,48,11,1,11,12,0,0,1,1
1999326,50,8,1,4,12,0,0,1,0
2939067,30,19,1,12,11,1,0,1,1
9675070,56,19,1,3,10,1,0,1,1
1784853,64,20,0,5,14,1,0,1,0
7153397,49,18,1,14,10,0,0,1,0
8823581,27,15,1,10,12,0,0,1,0
8256546,65,19,1,11,12,0,0,1,0
8187182,71,5,1,5,12,0,0,1,1
3859945,64,5,1,5,13,0,0,1,0
5421956,72,16,1,14,13,1,0,1,1
3370529,54,10,1,10,12,1,0,1,0
9662707,31,2,1,2,13,0,0,1,1
2104140,38,14,1,9,10,0,0,1,0
3720278,39,6,1,6,10,0,0,1,1
5021070,47,20,1,7,10,0,0,1,0
7395380,40,4,1,4,14,0,0,1,0
4848679,48,3,1,3,14,0,0,1,0
9932138,45,19,1,9,14,0,0,1,0
3767057,33,20,1,6,11,0,0,1,1
9850294,34,17,1,5,12,0,0,1,0
1864741,63,15,1,9,12,1,0,1,0
1171826,44,8,1,8,11,0,0,1,1
9597503,47,13,1,7,10,0,0,1,1
5909225,67,1,0,1,11,0,0,1,0
6996011,76,13,1,13,14,0,0,1,1
2282442,47,4,1,4,13,1,0,1,1
8912624,24,19,1,6,10,0,0,1,1
5733421,22,1,1,1,14,0,0,1,0
1581300,50,6,1,6,14,0,0,1,0
4977653,54,17,1,13,11,1,0,1,1
2822666,31,0,1,0,11,1,0,1,0
3457683,67,18,1,13,12,0,0,1,0
7716359,70,0,1,0,12,0,0,1,1
2946448,63,0,1,0,13,0,0,1,1
8017699,51,4,1,4,13,1,0,1,0
2504515,51,14,1,7,12,1,0,1,1
7947428,33,17,1,7,13,0,0,1,1
4409735,54,2,1,2,10,0,0,1,1
7626654,60,12,1,12,13,0,0,1,0
9290267,54,4,1,4,14,1,0,1,1
2364798,68,5,1,5,10,0,0,1,0
7192098,53,19,1,10,10,0,0,1,0
1818095,30,1,0,1,11,0,0,1,1
6329094,26,17,1,12,11,0,0,1,1
5550769,59,5,0,5,11,0,0,1,1
420777,41,1,1,1,11,0,0,1,1
5705605,28,5,1,5,11,1,0,1,0
6733662,60,20,1,12,11,0,0,1,1
7169668,72,1,1,1,11,0,1,0,0
6810655,30,11,1,10,12,0,0,1,1
36956,70,7,1,7,13,0,0,1,1
3382686,39,3,1,3,10,0,0,1,0
355672,47,11,1,11,14,0,0,1,1
1397994,38,11,1,6,10,1,0,1,1
9537662,44,19,1,14,12,0,0,1,1
3073843,25,4,0,3,12,1,0,1,0
456398,74,17,1,7,14,1,0,1,0
4739684,34,18,1,10,13,0,0,1,0
5559665,56,8,1,3,12,1,0,1,0
2024213,38,19,1,8,14,0,0,1,1
9099029,64,9,0,7,10,1,0,1,0
9735655,57,2,1,2,13,0,0,1,0
3745099,27,10,1,10,11,0,0,1,1
8625543,66,12,1,10,13,1,0,1,0
3632655,76,18,1,12,10,0,0,1,1
7562811,69,11,1,11,14,0,0,0,0
9451139,22,17,1,14,14,0,0,1,1
9400836,58,5,1,5,13,1,0,1,0
9815414,26,5,1,5,14,0,0,1,1
9420838,48,6,1,6,10,0,0,1,1
8898404,23,5,1,5,12,0,0,1,0
3148837,37,17,1,13,13,1,0,1,0
2428348,34,8,1,6,13,0,0,1,0
9768762,66,1,1,1,13,0,0,1,1
9806045,56,12,1,6,13,0,0,1,1
8744413,27,12,1,12,13,0,0,1,0
6437258,33,4,1,4,10,0,0,1,1
4654280,49,18,1,11,11,1,0,1,0
5073397,41,9,1,4,12,0,0,1,1
6547688,27,5,1,4,12,1,0,1,1
9584354,66,17,1,12,13,1,0,1,1
448452,22,7,1,6,13,0,0,1,1
1362373,21,0,1,0,10,0,0,1,1
1198501,62,19,1,13,11,0,0,1,0
4812262,62,3,1,3,13,0,1,0,0
3083768,34,12,1,5,11,0,0,1,1
6664899,54,2,1,2,12,1,0,1,1
7475292,33,3,1,3,10,0,0,1,1
8618183,74,6,1,3,11,0,0,1,0
4477660,30,0,0,0,14,1,0,1,1
6152081,66,8,1,3,12,0,0,1,0
5129206,59,8,1,3,12,0,0,1,1
6813139,78,3,1,3,12,0,0,1,0
2450562,21,5,1,5,11,1,0,1,0
2712710,70,8,1,5,11,0,0,1,0
1434218,54,3,1,3,12,1,0,1,0
3455508,34,6,1,6,10,0,0,1,0
5509700,37,0,1,0,13,0,0,1,0
5294978,42,17,1,8,11,0,0,1,1
96503,40,13,1,3,14,0,0,1,1
4772948,46,17,1,11,14,0,0,1,1
8694571,44,5,0,5,11,0,0,1,1
1127903,74,15,1,3,12,1,0,1,1
2716181,76,8,1,8,11,0,0,1,1
4611946,66,19,1,3,12,0,0,1,0
2004249,47,10,1,5,11,1,0,1,0
5910867,65,17,1,5,11,1,0,1,1
926842,26,10,1,10,12,0,1,0,1
2122622,59,8,1,8,14,0,0,1,0
2976453,69,1,0,1,14,0,0,0,0
9956585,30,13,1,5,12,0,0,1,1
3019045,76,12,1,11,12,0,0,1,1
1753313,60,17,1,14,10,0,0,1,0
9218490,63,12,1,10,13,1,0,1,1
4349239,57,5,1,5,13,0,0,1,0
6599526,59,0,1,0,11,1,0,1,0
6357644,37,5,1,5,12,0,0,1,0
2543132,59,8,1,8,10,0,0,1,0
972023,37,6,1,5,11,1,0,1,1
8913389,22,10,1,10,14,0,0,1,1
2319268,51,7,1,4,10,0,0,1,0
1171428,45,11,1,5,11,1,0,1,1
8196231,37,14,1,7,13,1,0,1,0
9137580,21,7,1,7,12,0,0,1,0
1578598,50,11,1,11,11,0,0,1,1
8171478,48,13,1,9,11,0,0,1,0
3879782,75,8,1,8,14,0,0,1,0
9311235,21,9,1,9,14,0,0,1,1
4325297,26,19,1,11,10,0,0,1,0
4161972,41,16,1,9,11,0,1,0,0
2045156,35,9,1,9,13,1,0,1,0
1171826,44,8,1,8,11,0,0,1,1
